id,series,date,category,area,lat,lon,depth_m,src,block,hazard_p,hazard_p_500m,shoal_model_m,complete_m,nearest_sounding_km,nearest_sounding_m,survey_year_500m,in_domain,map_safe,pct_hazard,pct_nearest,pct_sigma,n_safe_cells
166714,NW-C-3394-24,2024-12-10,Shallow Depth Reported,Port of Montreal Vicinity Port of Montreal,45.51608,-73.54292,10.3,desc,b0046_0038.npz,0.999,1.0,5.3,-10.1,0.0,-10.1,2016,True,False,100.0,0.0,0.0,54
166715,NW-C-3395-24,2024-12-10,Shallow Depth Reported,Port of Montreal Vicinity Port of Montreal,45.54125,-73.53288,10.6,desc,b0046_0038.npz,0.934,1.0,-1.2,-9.9,0.0,-9.9,2016,True,False,100.0,0.0,0.0,54
166716,NW-C-3396-24,2024-12-10,Shallow Depth Reported,Port of Montreal Vicinity Port of Montreal,45.50727,-73.54583,10.0,desc,b0046_0038.npz,1.0,1.0,1.4,-8.0,0.0,-8.0,2016,True,False,100.0,0.0,0.0,54
166717,NW-C-3397-24,2024-12-10,Shallow Depth Reported,Port of Montreal Vicinity Port of Montreal,45.50315,-73.54743,10.2,desc,b0046_0038.npz,1.0,1.0,2.5,-9.5,0.0,-9.5,2016,True,False,100.0,0.0,0.0,54
171702,NW-C-1803-25,2025-06-27,Shallow Depth Reported,Port of Sorel-Tracy Vicinity Saint-Joseph-de-Sorel,46.04746,-73.14148,10.7,json,b0046_0038.npz,1.0,1.0,-0.0,-14.7,0.0,-14.7,2015,True,False,,,,0
176565,NW-C-3698-25,2025-12-02,Submerged Object,Montréal to Trois-Rivières Vicinity Îlet Vert,45.69997,-73.44767,,desc,b0046_0038.npz,1.0,1.0,3.4,-5.8,0.0,-5.8,2015,True,False,,,,25
180202,NW-C-1268-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55937,-73.5131,,desc,b0046_0038.npz,1.0,1.0,0.9,-11.6,0.0,-11.6,2016,True,False,100.0,0.0,0.0,54
180202,NW-C-1268-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55935,-73.51312,,desc,b0046_0038.npz,1.0,1.0,0.9,-11.6,0.0,-11.6,2016,True,False,100.0,0.0,0.0,54
180202,NW-C-1268-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55937,-73.51315,,desc,b0046_0038.npz,1.0,1.0,0.9,-11.6,0.0,-11.6,2016,True,False,100.0,0.0,0.0,54
180202,NW-C-1268-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55938,-73.51313,10.9,desc,b0046_0038.npz,1.0,1.0,0.9,-11.6,0.0,-11.6,2016,True,False,100.0,0.0,0.0,54
180208,NW-C-1273-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55082,-73.51865,,desc,b0046_0038.npz,0.999,1.0,1.5,-11.4,0.0,-11.4,2016,True,False,100.0,0.0,0.0,54
180208,NW-C-1273-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.5508,-73.51867,,desc,b0046_0038.npz,0.999,1.0,1.5,-11.4,0.0,-11.4,2016,True,False,100.0,0.0,0.0,54
180208,NW-C-1273-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55082,-73.51868,,desc,b0046_0038.npz,0.999,1.0,1.5,-11.4,0.0,-11.4,2016,True,False,100.0,0.0,0.0,54
180208,NW-C-1273-26,2026-05-06,Shallow Depth Confirmed,Port of Montreal,45.55083,-73.51868,10.9,desc,b0046_0038.npz,0.999,1.0,1.5,-11.4,0.0,-11.4,2016,True,False,100.0,0.0,0.0,54
180865,NW-C-1666-26,2026-05-20,Shallow Depth Confirmed,Montréal to Trois-Rivières,45.83768,-73.28067,,desc,b0046_0038.npz,1.0,1.0,4.7,-11.7,0.0,-11.7,2015,True,False,,,,0
180865,NW-C-1666-26,2026-05-20,Shallow Depth Confirmed,Montréal to Trois-Rivières,45.83702,-73.281,,desc,b0046_0038.npz,1.0,1.0,4.1,-11.3,0.0,-11.3,2015,True,False,,,,0
180865,NW-C-1666-26,2026-05-20,Shallow Depth Confirmed,Montréal to Trois-Rivières,45.83703,-73.28107,,desc,b0046_0038.npz,1.0,1.0,4.1,-11.3,0.0,-11.3,2015,True,False,,,,0
180865,NW-C-1666-26,2026-05-20,Shallow Depth Confirmed,Montréal to Trois-Rivières,45.8377,-73.28073,10.0,desc,b0046_0038.npz,1.0,1.0,4.7,-11.7,0.0,-11.7,2015,True,False,,,,0
181529,NW-C-2095-26,2026-06-02,Submerged Object,Lake Saint-Louis - west Vicinity Île Dowker,45.39783,-73.91617,,desc,b0046_0038.npz,1.0,1.0,1.8,-4.8,0.0,-4.8,2006,True,False,,,,18
181882,NW-C-2278-26,2026-06-11,Submerged Object,Port of Montreal Vicinity Section 16-17,45.506,-73.5495,3.0,desc,b0046_0038.npz,0.996,1.0,1.9,-8.6,0.11,-9.2,2016,True,False,100.0,0.0,0.0,54
182327,NW-C-2482-26,2026-06-22,Submerged Object,Montréal to Trois-Rivières Vicinity Tracy,46.0041,-73.17435,,desc,b0046_0038.npz,0.996,1.0,-0.3,-12.1,0.0,-12.1,2015,True,False,,,,0
182365,NW-C-2503-26,2026-06-23,Submerged Object,Lake of Two Mountains - west Vicinity Saint-Placide,45.52367,-74.17467,,desc,b0046_0038.npz,0.994,1.0,12.8,-0.6,0.0,-0.6,1970,True,False,93.4,79.6,0.0,152
182843,NW-C-2805-26,2026-07-03,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06138,-73.08768,,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
182843,NW-C-2805-26,2026-07-03,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06138,-73.08773,,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
182843,NW-C-2805-26,2026-07-03,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06143,-73.08773,,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
182843,NW-C-2805-26,2026-07-03,Shallow Depth Confirmed,Montréal to Trois-Rivières,46.06143,-73.0877,11.2,desc,b0046_0038.npz,1.0,1.0,-3.1,-7.0,0.0,-7.0,2013,True,False,,,,0
182959,NW-C-2869-26,2026-07-07,Shallow Depth Confirmed,Montréal to Trois-Rivières Vicinity Sorel-Tracy,46.0509,-73.11348,6.4,desc,b0046_0038.npz,1.0,1.0,1.4,-11.7,0.0,-11.7,2013,True,False,,,,0
182959,NW-C-2869-26,2026-07-07,Shallow Depth Confirmed,Montréal to Trois-Rivières Vicinity Sorel-Tracy,46.05067,-73.11333,5.3,desc,b0046_0038.npz,1.0,1.0,1.4,-11.7,0.0,-11.7,2013,True,False,,,,0
182959,NW-C-2869-26,2026-07-07,Shallow Depth Confirmed,Montréal to Trois-Rivières Vicinity Sorel-Tracy,46.05078,-73.11198,4.5,desc,b0046_0038.npz,1.0,1.0,1.7,-11.1,0.0,-11.1,2013,True,False,,,,0
183036,NW-C-2906-26,2026-07-09,Shallow Depth Reported,Lake Saint-Louis - west Vicinity Île Perrot,45.3909,-73.88432,1.2,desc,b0046_0038.npz,1.0,1.0,1.0,-3.0,0.0,-3.0,2001,True,False,94.7,75.4,0.0,57
183036,NW-C-2906-26,2026-07-09,Shallow Depth Reported,Lake Saint-Louis - west Vicinity Île Perrot,45.38955,-73.87788,0.4,desc,b0046_0038.npz,1.0,1.0,0.6,-2.7,0.0,-2.7,2001,True,False,95.8,80.6,0.0,72
183036,NW-C-2906-26,2026-07-09,Shallow Depth Reported,Lake Saint-Louis - west Vicinity Île Perrot,45.38573,-73.87048,0.4,desc,b0046_0038.npz,1.0,1.0,2.4,-1.3,0.0,-1.3,2001,True,False,95.8,100.0,0.0,72
183036,NW-C-2906-26,2026-07-09,Shallow Depth Reported,Lake Saint-Louis - west Vicinity Île Perrot,45.36888,-73.84327,0.6,desc,b0046_0038.npz,1.0,1.0,2.1,-0.9,0.0,-0.9,2006,True,False,95.8,100.0,0.0,72
183321,NW-C-3034-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.53583,-73.53147,,desc,b0046_0038.npz,0.998,1.0,-0.3,-11.3,0.0,-11.3,2016,True,False,100.0,0.0,0.0,54
183321,NW-C-3034-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.5357,-73.53158,,desc,b0046_0038.npz,0.999,1.0,0.6,-10.2,0.0,-10.2,2016,True,False,100.0,0.0,0.0,54
183321,NW-C-3034-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.53577,-73.53172,,desc,b0046_0038.npz,0.999,1.0,0.6,-10.2,0.0,-10.2,2016,True,False,100.0,0.0,0.0,54
183321,NW-C-3034-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.5359,-73.5316,10.3,desc,b0046_0038.npz,0.998,1.0,-0.3,-11.3,0.0,-11.3,2016,True,False,100.0,0.0,0.0,54
183322,NW-C-3035-26,2026-07-17,Shallow Depth Confirmed,Port of Montreal,45.53708,-73.53043,,desc,b0046_0038.npz,1.0,1.0,0.9,-11.3,0.0,-11.3,2016,True,False,100.0,0.0,0.0,54
