lon,lat,depth_m,sigma68_m,sigma95_m,kind,gated
-92.82912,71.72194,-81.4,5.1,8.9,random,False
-77.72432,60.04829,-22.3,7.5,13.7,random,False
-65.74644,65.01194,-556.5,6.3,15.0,random,True
-60.06224,59.73741,-1754.0,6.3,15.0,random,True
-97.8819,71.43796,-75.8,5.2,10.3,random,False
-95.74192,72.27443,-353.8,6.0,12.6,random,True
-59.13844,62.74757,-937.0,6.3,15.0,random,True
-79.15052,59.85355,-115.0,5.1,8.9,random,False
-83.86013,65.57538,-210.6,14.0,19.6,random,False
-85.81069,62.78781,-105.2,5.1,8.9,random,False
-65.96882,65.11681,-572.0,6.3,15.0,random,True
-77.46351,63.74284,-272.2,14.0,19.6,random,False
-68.4904,59.01997,-21.1,5.1,8.9,random,False
-77.35644,59.96104,-14.0,5.0,8.8,random,False
-54.77062,56.09824,-3044.0,6.3,15.0,random,True
-58.47818,62.75134,-1631.0,6.3,15.0,random,True
-92.20868,58.70732,-69.6,5.1,9.9,random,False
-89.37687,62.15459,-157.5,5.4,11.0,random,False
-81.93428,66.29318,-128.4,5.1,8.9,random,False
-79.14365,56.6424,-7.5,5.1,9.9,random,False
-62.12947,62.75763,-242.5,14.0,19.6,random,False
-98.28409,70.99595,-156.8,6.8,13.5,random,False
-78.70028,60.72125,-59.5,10.1,19.5,random,False
-89.68297,65.66954,-7.6,14.0,19.6,random,False
-61.04095,60.66677,-1146.0,6.3,15.0,random,True
-62.41636,58.50329,-120.8,14.0,19.6,random,False
-57.64909,62.6265,-2240.0,6.3,15.0,random,True
-83.46206,63.55497,-67.5,5.1,8.9,random,False
-59.99635,59.68057,-1755.0,6.3,15.0,random,True
-59.27021,56.1128,-419.8,6.3,15.0,random,True
-92.29653,71.8118,-226.2,5.1,9.1,random,False
-96.51473,70.51541,-48.7,6.0,12.7,random,False
-73.7532,63.41632,-262.2,5.1,8.9,random,False
-93.07071,60.68359,-114.6,5.1,9.0,random,False
-89.4057,63.09289,-129.5,4.9,8.6,random,False
-94.22375,71.80923,-32.3,11.0,19.6,random,False
-96.34863,69.68575,-35.8,5.6,11.5,random,False
-92.2128,71.17901,-242.4,6.9,13.5,random,False
-78.04415,55.25053,-104.9,6.2,13.4,random,False
-96.42139,71.79077,-411.5,6.3,15.0,random,True
-59.82065,60.3787,-2240.0,6.3,15.0,random,True
-56.33545,54.42114,-259.2,14.0,19.6,random,False
-78.10317,55.58592,-138.8,6.2,13.4,random,False
-95.6623,73.544,-29.7,9.7,19.1,random,False
-78.38731,55.11355,-37.4,5.1,9.8,random,False
-95.6074,73.61896,-6.9,12.3,19.6,random,False
-99.57302,68.41957,-38.7,12.4,19.6,random,False
-72.09502,62.95825,-282.2,5.7,11.7,random,False
-58.37798,61.36131,-2668.0,6.3,15.0,random,True
-96.61493,72.06911,-20.8,14.0,19.6,random,False
-97.84484,70.7578,-134.1,5.3,10.8,random,False
-86.95961,64.91132,-41.7,9.2,18.6,random,False
-67.65033,63.55252,-79.7,14.0,19.6,random,False
-57.07532,53.64881,-14.0,14.0,19.6,random,False
-75.1039,62.71861,-149.6,5.1,9.5,random,False
-86.35289,65.16476,-56.0,9.2,18.6,random,False
-70.35585,61.41198,-165.8,5.1,8.9,random,False
-64.88304,64.29784,-14.7,14.0,19.6,random,False
-88.06597,63.39664,-155.9,7.9,16.3,random,False
-85.62949,61.65042,-185.9,5.0,8.9,random,False
-70.34899,61.41067,-165.9,5.1,8.9,random,False
-77.95355,59.92387,-25.4,5.0,8.9,random,False
-78.17043,64.14425,-159.4,13.2,19.6,random,False
-84.007,63.20461,-105.1,5.0,8.9,random,False
-78.04552,64.04699,-65.1,11.7,19.6,random,False
-78.14161,60.94427,-28.4,7.6,14.0,random,False
-77.6049,56.7307,-51.7,5.1,10.0,random,False
-99.51812,71.25467,-106.6,5.1,8.9,random,False
-90.21282,57.88552,-55.0,5.1,9.9,random,False
-54.88592,56.06527,-3058.0,6.3,15.0,random,True
-80.99269,54.87875,-78.9,5.1,8.9,random,False
-77.70098,59.90183,-27.7,5.1,8.9,random,False
-58.15835,56.32598,-324.5,5.9,12.2,random,True
-85.08317,66.11687,-91.4,13.0,19.6,random,False
-94.71928,64.14305,-71.3,5.9,12.2,random,False
-65.33705,62.44984,-34.4,7.5,13.7,random,False
-67.56934,60.84066,-529.5,6.3,15.0,random,True
-69.48421,60.16404,-52.4,5.1,9.4,random,False
-86.50114,64.93811,-71.8,8.2,16.9,random,False
-92.20181,71.65631,-222.8,5.1,9.5,random,False
-94.79066,64.11427,-41.0,5.4,11.2,random,False
-79.55545,58.73871,-127.6,8.4,17.8,random,False
-65.83155,61.35209,-225.2,5.1,9.0,random,False
-76.09496,62.35611,-5.8,14.0,19.6,random,False
-55.18104,54.1862,-158.2,5.3,10.6,random,False
-63.24545,62.97761,-153.5,5.1,8.9,random,False
-80.60829,59.46063,-205.6,14.0,19.6,random,False
-93.13797,60.46756,-102.0,5.1,8.9,random,False
-84.63431,61.90193,-159.9,5.0,8.9,random,False
-93.65958,60.42825,-89.4,5.1,9.9,random,False
-70.82119,62.64987,-26.3,10.1,19.5,random,False
-84.2431,62.69592,-115.8,6.6,13.5,random,False
-68.82396,61.6341,-297.2,4.9,8.7,random,False
-88.94997,62.4516,-153.8,5.1,8.9,random,False
-92.50243,61.4652,-102.1,5.1,9.1,random,False
-82.63709,61.69737,-215.6,6.0,13.2,random,False
-99.41517,69.21692,-10.9,5.1,8.9,random,False
-70.86099,61.81573,-264.5,7.7,15.8,random,False
-79.05306,60.45401,-120.6,7.4,13.6,random,False
-91.02132,61.62692,-125.2,5.2,10.3,random,False
-56.1172,56.65524,-2672.0,6.3,15.0,random,True
-86.46957,61.78455,-182.6,5.1,8.9,random,False
-85.6089,62.41344,-126.5,4.9,8.3,random,False
-80.9089,56.21763,-130.5,6.8,13.5,random,False
-90.52442,62.13469,-126.7,5.5,11.3,random,False
-72.74703,63.18354,-250.0,5.1,8.9,random,False
-78.91991,59.77202,-122.0,5.1,9.6,random,False
-79.25072,64.94975,-92.6,8.2,17.0,random,False
-76.14438,62.58097,-341.0,5.0,8.9,random,True
-69.99347,61.01361,-14.9,7.6,13.9,random,False
-78.90069,57.42676,-40.1,8.2,17.0,random,False
-82.27196,64.85066,-278.5,10.6,19.6,random,False
-91.0776,59.67571,-128.0,5.1,9.0,random,False
-64.43143,64.02413,-236.8,14.0,19.6,random,True
-80.82105,65.95948,-135.6,7.4,13.6,random,False
-81.48816,62.01563,-210.5,5.1,8.9,random,False
-57.11375,56.94419,-2216.0,6.3,15.0,random,True
-59.89477,56.1128,-178.4,14.0,19.6,random,False
-90.51481,62.85059,-58.4,5.5,11.4,random,False
-90.0083,62.48717,-143.4,5.1,8.9,random,False
-84.77707,56.23138,-129.9,5.3,10.7,random,False
-99.27378,68.60431,-45.1,7.6,13.8,random,False
-58.18992,60.779,-2736.0,6.3,15.0,random,True
-56.70882,57.32748,-2682.0,6.3,15.0,random,True
-89.55532,65.81182,-91.1,11.9,19.6,random,False
-98.74805,70.59181,-169.8,6.0,12.6,random,False
-97.01712,70.90445,-108.1,5.7,11.7,random,False
-89.91221,58.40192,-111.9,5.1,8.9,random,False
-62.41361,59.10686,-127.9,4.9,8.7,random,False
-94.06177,60.61287,-44.4,5.7,11.9,random,False
-57.56948,59.20409,-3040.0,6.3,15.0,random,True
-79.01737,63.88474,-294.2,5.1,9.0,random,False
-97.36029,71.35115,-203.6,5.1,8.9,random,False
-75.6763,62.37268,-147.8,5.1,8.9,random,False
-71.70381,62.39179,-339.2,5.0,8.9,random,True
-90.44068,57.78602,-48.4,5.1,8.9,random,False
-77.46351,64.25728,-115.3,10.8,19.6,random,False
-94.71928,69.55223,-37.8,8.5,18.0,random,False
-84.69334,55.95464,-94.7,5.1,8.9,random,False
-87.06256,61.71951,-192.4,5.1,8.9,random,False
-72.14718,62.7375,-301.5,4.9,8.7,random,True
-99.64989,70.56668,-160.1,5.1,8.9,random,False
-79.52193,54.82894,-4.7,7.4,13.6,random,False
-57.71224,59.75472,-2914.0,6.3,15.0,random,True
-66.08752,62.7054,-88.8,14.0,19.6,random,False
-92.50105,59.50738,-99.2,5.1,9.9,random,False
-69.38401,61.83519,-297.8,6.4,13.4,random,True
-58.6882,60.51561,-2534.0,6.3,15.0,random,True
-78.14161,60.5717,-24.7,8.2,17.5,random,False
-68.20351,61.55828,-282.8,5.1,9.1,random,False
-62.35184,58.6144,-148.1,8.2,17.4,random,False
-84.43528,65.64461,-225.8,14.0,19.6,random,False
-80.08393,64.97651,-187.6,8.2,16.9,random,False
-77.92198,60.65465,-20.8,7.5,13.8,random,False
-67.93447,59.19495,-105.4,9.7,19.1,random,False
-84.02622,65.68256,-94.2,14.0,19.6,random,False
-81.00367,55.66976,-102.1,5.1,8.9,random,False
-60.00184,61.16044,-2174.0,6.3,15.0,random,True
-73.73947,63.10035,-355.0,8.2,16.9,random,True
-59.33747,53.85763,-55.2,5.1,9.9,random,False
-94.00824,68.77212,-22.0,5.2,10.2,random,False
-65.20671,61.74411,-17.6,14.0,19.6,random,False
-89.59787,65.8197,-96.1,14.0,19.6,random,False
-56.12818,56.57736,-2666.0,6.3,15.0,random,True
-66.16373,60.2337,-312.8,10.6,19.6,random,True
-56.22015,57.13633,-2774.0,6.3,15.0,random,True
-66.78037,61.59811,-210.1,5.1,9.7,random,False
-62.60441,58.29014,-57.4,14.0,19.6,random,False
-62.35596,58.80212,-166.1,6.0,12.6,random,False
-79.69343,54.20388,-23.2,7.6,14.0,random,False
-92.83699,61.787,-17.6,5.1,9.7,random,False
-66.24941,62.73562,-136.9,10.7,19.6,random,False
-62.64422,64.90433,-228.4,5.0,8.9,random,False
-67.68053,63.49002,-119.2,14.0,19.6,random,False
-77.32213,63.98919,-234.6,14.0,19.6,random,False
-77.72432,55.65343,-164.6,7.6,14.4,random,False
-56.1927,57.03179,-2774.0,6.3,15.0,random,True
-61.9826,58.36806,-250.5,14.0,19.6,random,False
-99.42066,71.31684,-76.7,5.1,8.9,random,False
-70.73471,61.82546,-251.6,12.0,19.6,random,False
-59.60514,53.60317,-104.9,5.1,8.9,random,False
-81.4662,63.48512,-35.8,5.1,9.3,random,False
-81.03244,65.93428,-126.8,5.1,9.9,random,False
-67.6366,60.80783,-383.8,14.0,19.6,random,True
-94.44475,68.41906,-66.8,8.2,16.9,random,False
-87.59652,64.24534,-76.1,7.6,15.8,random,False
-78.94159,55.22651,-141.9,8.4,17.8,random,False
-87.75438,63.86659,-135.2,7.6,15.7,random,False
-54.42333,55.79969,-2934.0,6.3,15.0,random,True
-96.42139,72.69298,-308.8,14.0,19.6,random,True
-78.64675,63.68441,-299.8,7.7,15.9,random,False
-54.68826,56.16181,-3164.0,6.3,15.0,random,True
-92.47909,71.1728,-188.1,5.6,11.4,random,False
-86.26504,61.19224,-219.8,5.1,9.9,random,False
-82.47237,61.97627,-195.6,5.1,8.9,random,False
-80.77163,64.64135,-335.5,8.9,18.4,random,True
-59.29217,56.79623,-144.6,5.1,8.9,random,False
-56.72254,54.93598,-234.9,8.5,17.9,random,False
-69.79718,61.11069,-191.4,10.8,19.6,random,False
-56.52214,54.10007,-124.3,12.2,19.6,random,False
-70.33938,61.40606,-165.8,5.1,8.9,random,False
-59.03274,55.54784,-455.8,6.3,15.0,random,True
-95.95743,72.84522,-302.2,9.1,18.5,random,True
-94.6081,68.53904,-99.9,7.4,13.6,random,False
-92.76839,72.11221,-99.2,11.7,19.6,random,False
-81.01871,62.79473,-207.4,5.1,9.2,random,False
-84.5245,65.70575,-178.8,14.0,19.6,random,False
-94.30199,64.11427,-14.2,8.6,18.0,random,False
-67.40737,61.623,-233.4,5.1,9.3,random,False
-80.26924,57.40381,-65.9,8.2,17.2,random,False
-86.50663,65.06298,-88.8,11.6,19.6,random,False
-59.88516,53.64392,-47.4,5.1,8.9,random,False
-60.72661,58.0044,-154.8,5.2,10.3,random,False
-68.51374,61.77091,-264.5,4.9,8.7,random,False
-78.22397,55.26149,-96.2,7.7,15.9,random,False
-63.22623,64.20052,-232.2,7.6,15.6,random,False
-81.31109,65.08614,-397.5,6.3,15.0,random,True
-96.07273,71.64507,-338.8,6.3,15.0,random,True
-67.06146,63.09786,-83.3,14.0,19.6,random,False
-75.91926,62.64608,-290.0,9.5,19.0,random,False
-94.56005,69.24324,-27.7,5.1,8.9,random,False
-92.83873,59.46971,-65.4,5.1,10.0,random,False
-62.43558,62.0794,-439.5,6.3,15.0,random,True
-96.03567,69.70006,-39.8,5.1,9.9,random,False
-95.58269,69.73436,-10.2,5.1,8.9,random,False
-77.63372,59.88253,-26.6,5.1,8.9,random,False
-85.89579,57.06468,-80.6,5.1,8.9,random,False
-79.47117,55.52386,-71.4,13.6,19.6,random,False
-75.68042,62.59046,-240.0,5.1,8.9,random,False
-84.32546,65.38204,-12.1,14.0,19.6,random,False
-59.52278,60.06544,-2256.0,6.3,15.0,random,True
-77.95904,64.30976,-106.8,14.0,19.6,random,False
-85.73382,62.61576,-114.7,4.9,8.8,random,False
-93.85038,71.88458,-74.3,7.4,13.6,random,False
-100.15503,71.23302,-149.9,5.1,9.9,random,False
-92.13728,72.50497,-217.2,5.1,8.9,random,False
-62.00181,58.70589,-179.2,5.1,8.9,random,False
-98.54764,68.44079,-16.7,4.9,8.8,random,False
-65.08482,60.96962,-729.0,6.3,15.0,random,True
-63.84118,64.52161,-278.2,12.8,19.6,random,True
-90.39813,58.87465,-116.4,5.4,11.0,random,False
-86.33367,65.03689,-79.9,14.0,19.6,random,False
-80.63025,65.76617,-121.8,6.0,13.3,random,False
-98.11663,71.61692,-31.1,4.9,8.0,random,False
-94.00961,60.81587,-27.4,5.1,8.9,random,False
-56.8351,55.72315,-1269.0,6.3,15.0,random,True
-98.65883,71.05493,-156.4,5.5,11.4,random,False
-94.18257,69.42317,-26.8,5.1,9.2,random,False
-80.98583,62.40661,-192.8,5.0,8.9,random,False
-56.42879,53.93051,-62.8,11.8,19.6,random,False
-56.52488,53.93941,-63.6,14.0,19.6,random,False
-96.59434,73.16295,-216.0,8.2,16.9,random,False
-63.35389,63.76775,-183.9,13.1,19.6,random,False
-82.65218,64.98581,-266.8,8.2,16.9,random,False
-78.04278,55.34207,-123.9,8.2,17.5,random,False
-93.20935,61.07747,-85.8,7.6,13.9,random,False
-99.805,70.08788,-124.8,5.0,8.9,random,False
-96.60258,70.29002,-26.7,7.9,16.4,random,False
-86.28975,64.93404,-51.5,6.0,13.2,random,False
-91.9616,59.46063,-112.2,5.1,9.9,random,False
-56.23662,54.07025,-104.6,8.1,16.7,random,False
-79.00913,57.85263,-118.6,7.9,16.4,random,False
-61.97848,63.31714,-264.5,5.9,12.1,random,False
-58.0403,61.83584,-2506.0,6.3,15.0,random,True
-94.61633,64.05541,-26.4,5.0,8.9,random,False
-58.09796,60.39228,-2716.0,6.3,15.0,random,True
-91.3439,58.94845,-94.8,5.0,8.9,random,False
-93.6939,69.50031,-8.4,6.0,12.5,random,False
-98.68766,70.09818,-158.9,6.0,12.4,random,False
-78.92814,64.21129,-231.9,14.0,19.6,random,False
-80.6728,56.41199,-88.3,5.3,10.7,random,False
-96.72474,71.42658,-312.0,8.2,17.3,random,True
-78.24456,62.52523,-35.9,5.1,9.9,random,False
-56.48233,54.44672,-120.9,10.2,19.6,random,False
-93.73783,60.51291,-76.8,7.4,13.6,random,False
-76.55343,62.54931,-321.8,5.1,9.3,random,True
-62.35871,64.895,-284.8,4.9,8.6,random,False
-94.73575,64.13945,-66.3,5.5,11.2,random,False
-80.89929,66.00255,-136.9,5.1,9.6,random,False
-84.58901,61.35867,-200.9,5.0,8.9,random,False
-94.08511,68.4635,-24.6,8.4,17.8,random,False
-78.07023,60.63713,-25.9,7.9,16.4,random,False
-59.42944,53.76675,-126.0,14.0,19.6,random,False
-59.18922,61.60144,-2280.0,6.3,15.0,random,True
-59.52553,53.71555,-127.0,7.6,13.9,random,False
-99.76382,68.69337,-26.3,5.1,9.9,random,False
-80.38491,54.93719,-105.9,5.9,12.1,random,False
-94.43514,69.41738,-21.1,7.6,15.7,random,False
-90.04398,63.59533,-20.7,5.1,8.9,random,False
-62.63049,58.3284,-9.8,14.0,19.6,random,False
-67.41149,59.77478,-89.9,7.7,15.9,random,False
-63.89335,60.22006,-111.3,5.1,8.9,random,False
-92.14553,59.96311,-120.1,4.9,8.6,random,False
-92.6257,72.49051,-114.1,5.8,12.1,random,False
-62.48362,62.83051,-234.1,8.5,17.9,random,False
-86.17444,65.22587,-30.6,7.9,16.2,random,False
-94.2965,64.10646,-12.6,8.8,18.2,random,False
-57.56399,59.80452,-2910.0,6.3,15.0,random,True
-67.53914,60.31615,-109.1,6.0,12.6,random,False
-95.97801,72.98451,-330.5,5.8,12.0,random,True
-84.80452,60.37394,-179.8,5.1,8.9,random,False
-61.18233,59.95072,-247.9,8.2,16.9,random,False
-67.54601,63.40894,-171.0,12.0,19.6,random,False
-81.15461,64.649,-253.2,6.1,13.4,random,False
-72.51368,62.85811,-298.8,7.6,15.7,random,True
-88.35972,61.37184,-175.2,5.1,8.9,random,False
-84.07427,63.14135,-105.1,4.9,8.6,random,False
-93.00985,61.59615,-30.4,5.3,10.8,random,False
-84.92394,60.53387,-180.5,5.1,8.9,random,False
-92.78348,72.29482,-136.1,5.0,8.9,random,False
-72.5933,63.10594,-266.5,4.9,8.5,random,False
-56.11308,55.75719,-2364.0,6.3,15.0,random,True
-74.21853,62.49796,-101.8,5.0,8.9,random,False
-59.31688,56.52509,-119.9,5.1,8.9,random,False
-75.88357,62.66944,-295.0,5.2,10.5,random,False
-100.08091,70.20782,-131.9,5.1,9.9,random,False
-99.4138,68.85903,-27.9,5.1,8.9,random,False
-92.4007,72.65465,-121.6,7.5,13.8,random,False
-78.91003,55.49041,-100.6,9.8,19.2,random,False
-64.0965,62.5303,-30.5,13.4,19.6,random,False
-68.03468,63.35168,-56.1,14.0,19.6,random,False
-91.08035,57.8241,-58.3,6.0,13.3,random,False
-65.10541,60.73335,-514.5,6.3,15.0,random,True
-78.36535,62.44715,-46.7,8.7,18.1,random,False
-69.74639,61.72342,-293.2,7.8,16.0,random,False
-61.64355,62.1379,-459.8,6.3,15.0,random,True
-80.2061,64.56709,-305.5,6.0,12.6,random,True
-70.55901,61.43762,-148.5,4.9,7.8,random,False
-92.4585,58.73158,-68.8,5.1,8.9,random,False
-67.25363,59.48646,-296.5,8.3,17.7,random,False
-55.15359,54.23121,-159.5,5.1,9.9,random,False
-59.66691,55.2137,-42.1,12.0,19.6,random,False
-79.75449,64.41381,-210.4,5.0,8.9,random,False
-97.13792,70.54152,-46.3,5.1,8.9,random,False
-87.52103,60.78235,-192.4,4.9,7.2,random,False
-61.91945,59.0991,-143.5,5.1,9.1,random,False
-65.1411,64.12926,-95.6,14.0,19.6,random,False
-99.09534,71.34763,-7.4,6.0,12.5,random,False
-63.09034,62.90321,-171.0,6.0,12.5,random,False
-59.24688,56.9247,-164.0,13.4,19.6,random,False
-96.74396,73.56151,-199.9,6.0,12.4,random,False
-80.22301,55.36883,-93.1,7.4,13.6,random,False
-63.48155,59.6882,-125.2,5.4,11.1,random,False
-60.07185,57.39419,-165.0,5.4,11.2,random,False
-62.94209,63.42616,-220.6,5.1,8.9,random,False
-67.918,60.16336,-59.9,5.0,8.9,random,False
-69.13693,60.79107,-76.4,8.2,17.1,random,False
-68.03879,61.23592,-421.8,6.3,15.0,random,True
-59.42532,53.80734,-38.2,8.3,17.7,random,False
-69.8164,61.46454,-245.0,12.1,19.6,random,False
-56.53861,55.12815,-148.8,7.6,14.9,random,False
-92.34445,72.16361,-165.2,11.1,19.6,random,False
-76.60422,63.73372,-406.8,6.3,15.0,random,True
-80.49847,57.1147,-77.7,8.2,16.9,random,False
-70.46841,61.30131,-151.1,7.4,13.6,random,False
-75.84651,63.01193,-133.0,12.5,19.6,random,False
-86.57114,62.48336,-117.9,5.5,11.2,random,False
-93.18876,61.23459,-73.6,5.5,11.4,random,False
-81.85878,65.4415,-279.0,14.0,19.6,random,False
-59.40061,58.83414,-1897.0,6.3,15.0,random,True
-95.80369,72.25768,-369.5,5.1,8.9,random,True
-56.75961,58.54276,-3024.0,6.3,15.0,random,True
-94.86067,72.12993,-210.8,14.0,19.6,random,False
-67.83427,63.11464,-42.4,14.0,19.6,random,False
-77.66941,63.88716,-100.6,12.3,19.6,random,False
-74.72504,62.65492,-72.4,14.0,19.6,random,False
-90.53677,57.8899,-47.0,5.0,8.9,random,False
-62.53304,64.29069,-236.8,8.2,17.1,random,False
-92.15103,58.4379,-66.6,5.1,8.9,random,False
-87.94106,62.26927,-129.6,5.0,8.9,random,False
-70.50685,61.19621,-153.9,6.0,13.2,random,False
-98.98552,68.83126,-28.9,6.0,13.1,random,False
-94.67124,64.09626,-47.0,5.1,9.9,random,False
-59.03823,62.62145,-1078.0,6.3,15.0,random,True
-57.44045,57.8709,-2768.0,6.3,15.0,random,True
-63.22898,62.68331,-189.2,5.5,11.4,random,False
-88.99664,65.47062,-256.8,14.0,19.6,random,False
-83.9219,65.58845,-176.5,14.0,19.6,random,False
-92.53263,58.94065,-84.7,4.9,8.5,random,False
-84.51215,65.61399,-91.9,14.0,19.6,random,False
-95.45777,72.28196,-296.5,12.1,19.6,random,False
-58.22424,61.07349,-2770.0,6.3,15.0,random,True
-66.2708,59.59304,-316.2,11.5,19.6,random,True
-79.16699,60.59668,-140.8,5.1,9.8,random,False
-90.90739,61.60994,-128.2,8.0,16.5,random,False
-88.80996,60.62433,-153.6,5.1,8.9,random,False
-60.87897,57.25471,-116.7,5.1,9.5,random,False
-79.68997,65.45407,-85.4,7.6,13.8,random,False
-97.11458,70.29882,-97.4,5.1,9.3,random,False
-60.19401,60.67148,-1888.0,6.3,15.0,random,True
-66.79516,59.64656,-261.5,14.0,19.6,random,True
-95.44817,72.22835,-333.8,11.4,19.6,random,True
-70.78412,61.41132,-176.4,7.8,16.1,random,False
-73.14373,63.05306,-318.2,14.0,19.6,random,True
-78.26515,59.73325,-46.4,7.6,13.8,random,False
-55.50774,56.63635,-2878.0,6.3,15.0,random,True
-68.36137,60.90287,-322.2,14.0,19.6,random,True
-57.35946,55.99309,-980.5,6.3,15.0,random,True
-81.59249,62.84118,-136.9,8.0,16.5,random,False
-97.2093,70.30762,-99.7,5.1,9.9,random,False
-86.06737,62.17641,-149.0,4.9,8.8,random,False
-79.96039,63.75317,-127.0,8.2,17.1,random,False
-61.34705,61.89222,-537.5,6.3,15.0,random,True
-94.43377,69.28071,-30.5,5.1,9.0,random,False
-86.1717,65.16072,-18.9,9.3,18.7,random,False
-59.67377,53.54768,-8.3,5.1,8.9,random,False
-56.46448,53.85682,-73.4,12.6,19.6,random,False
-80.81571,55.17713,-91.9,5.1,8.9,random,False
-72.96529,62.70475,-340.8,5.0,8.9,random,True
-76.13065,64.13106,-88.1,8.4,17.8,random,False
-78.67695,60.68292,-97.2,8.2,16.9,random,False
-85.9054,61.26103,-209.9,5.1,8.9,random,False
-96.68494,73.21858,-252.1,14.0,19.6,random,False
-62.14045,58.32623,-147.6,14.0,19.6,random,False
-69.3291,61.44419,-303.2,8.2,16.9,random,True
-67.86035,61.45666,-313.0,7.2,13.5,random,True
-59.22079,59.18298,-2362.0,6.3,15.0,random,True
-78.05513,62.45922,-51.6,14.0,19.6,random,False
-79.61036,58.08513,-54.8,14.0,19.6,random,False
-60.75543,57.41566,-163.6,10.5,19.6,random,False
-54.96691,53.12427,-195.9,11.0,19.6,random,False
-80.3214,57.39123,-74.3,8.2,16.9,random,False
-57.81793,60.50547,-2750.0,6.3,15.0,random,True
-92.27182,71.65631,-207.6,5.6,11.4,random,False
-61.7163,61.77806,-531.5,6.3,15.0,random,True
-60.24618,57.50953,-153.9,7.4,13.6,random,False
-58.71703,56.56449,-182.2,9.5,19.0,random,False
-91.78315,62.67953,-19.8,5.1,9.3,random,False
-82.72356,65.74303,-170.5,7.6,14.8,random,False
-96.22235,71.54484,-439.8,6.3,15.0,random,True
-57.72596,61.7566,-2578.0,6.3,15.0,random,True
-71.20004,62.50494,-331.2,5.1,9.9,random,True
-99.15985,70.68657,-196.6,5.1,8.9,random,False
-55.57912,56.24971,-2872.0,6.3,15.0,random,True
-83.1889,65.57936,-33.7,8.1,16.8,random,False
-97.2093,70.32429,-97.8,5.5,11.2,random,False
-76.14163,64.30499,-49.0,14.0,19.6,random,False
-92.36653,71.18034,-224.1,5.1,8.9,random,False
-72.45328,63.18478,-223.4,5.3,10.6,random,False
-95.53464,72.11475,-163.4,14.0,19.6,random,False
-57.96618,60.63646,-2754.0,6.3,15.0,random,True
-55.6601,54.35472,-309.0,6.0,12.7,random,True
-77.42919,58.05242,-72.9,7.8,16.1,random,False
-85.23829,60.5555,-173.2,5.0,8.9,random,False
-82.78533,63.57454,-90.1,5.1,9.9,random,False
-96.11528,69.29917,-53.1,14.0,19.6,random,False
-66.78692,63.12086,-20.7,14.0,19.6,random,False
-87.27669,64.16342,-118.7,10.5,19.6,random,False
-78.25279,55.43106,-147.6,7.6,15.7,random,False
-57.86048,57.84239,-2604.0,6.3,15.0,random,True
-67.49796,59.86873,-70.4,8.2,17.3,random,False
-98.17565,71.406,-13.1,5.1,8.9,random,False
-58.98058,61.42119,-2420.0,6.3,15.0,random,True
-93.83254,59.97548,-92.1,5.1,8.9,random,False
-96.49414,70.5557,-43.1,5.1,8.9,random,False
-62.0375,60.0627,-182.4,4.9,8.5,random,False
-91.7255,59.83215,-119.3,5.8,12.1,random,False
-92.77284,71.28204,-81.8,7.5,13.7,random,False
-98.851,69.26612,-13.2,5.1,9.9,random,False
-59.18648,56.54404,-143.8,5.1,9.5,random,False
-95.17775,69.35739,-69.6,8.8,18.2,random,False
-92.1949,61.97795,-49.6,5.1,8.9,random,False
-93.33639,72.17034,-141.0,5.5,11.4,random,False
-96.35962,71.87304,-451.0,6.3,15.0,random,True
-81.10931,63.17672,-175.8,7.1,13.5,random,False
-89.70905,58.83841,-115.2,6.5,13.4,random,False
-60.6017,58.0095,-150.2,5.1,9.5,random,False
-77.99611,58.11708,-49.0,8.2,16.9,random,False
-69.5048,60.1271,-42.6,6.0,12.8,random,False
-97.75699,71.33972,-111.3,6.0,13.1,random,False
-92.61335,61.56935,-80.6,6.4,13.4,random,False
-90.88268,62.74505,-44.8,6.0,12.5,random,False
-60.85564,57.37938,-149.5,8.6,18.0,random,False
-89.5361,65.81464,-104.3,14.0,19.6,random,False
-62.86522,58.74085,-27.0,14.0,19.6,random,False
-57.87558,61.91422,-2534.0,6.3,15.0,random,True
-91.97121,58.49611,-62.8,5.1,9.6,random,False
-91.76393,59.2519,-106.6,5.0,8.8,random,False
-83.08869,63.80236,-53.1,8.2,17.1,random,False
-63.96472,61.09076,-400.8,6.3,15.0,random,True
-66.22962,59.74987,-375.0,10.4,19.6,random,True
-69.16712,60.19001,-97.1,8.2,16.9,random,False
-70.09367,61.6726,-243.4,12.5,19.6,random,False
-80.80183,56.86165,-141.9,5.2,10.2,random,False
-93.99177,68.57271,-38.9,6.0,13.3,random,False
-84.69059,65.9522,-115.8,14.0,19.6,random,False
-62.05672,62.86626,-254.9,5.6,11.6,random,False
-61.6257,59.89149,-198.1,5.1,9.9,random,False
-94.24159,69.39804,-34.1,7.6,15.5,random,False
-78.12514,60.04074,-46.5,6.4,13.4,random,False
-96.29785,71.45982,-428.8,6.3,15.0,random,True
-81.10931,59.25261,-132.5,6.0,13.3,random,False
-77.64608,56.55767,-35.4,5.2,10.5,random,False
-95.22854,72.4907,-61.5,12.5,19.6,random,False
-78.6138,59.40892,-63.8,7.9,16.4,random,False
-85.35222,62.97823,-45.5,5.1,9.6,random,False
-67.55836,62.98323,-32.2,14.0,19.6,random,False
